Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
297,MH058,Methi Thepla,Vegetarian,257.9999999,30.09999999,6.019999998,8.599999998,4.299999999,5.159999999,0,Gluten,Maharashtra,100,dinner,0.02333333333,0.86,32.5,9,Medium
298,MH059,Pitla,Vegetarian,258,36.12,7.224,10.32,2.064,3.096,0,Gluten,Maharashtra,100,dinner,0.028,1.032,31,2,Medium
299,MH060,Batata Bhaji,Vegetarian,188,20.43478261,3.269565218,6.539130436,1.634782609,3.269565218,0,Gluten,Maharashtra,100,dinner,0.01739130435,0.8173913043,21,1,Medium
300,WB001,Shorshe Ilish,Vegetarian,405,20.25,25.3125,25.3125,5.0625,2.025,75.9375,Fish,West Bengal,100,dinner,0.0625,1.0125,59,1,Medium
301,WB002,Macher Jhol,Vegetarian,355,35.5,20.28571428,15.21428571,3.042857143,3.042857143,50.71428571,Fish,West Bengal,100,dinner,0.05714285714,1.014285714,56.5,1,Medium
302,WB003,Chingri Malai Curry,Vegetarian,433,28.86666667,21.16888889,24.05555556,7.697777778,1.924444444,62.54444444,Shrimp,West Bengal,100,lunch,0.04888888889,0.9622222222,47.5,3,High
303,WB004,Shorshe Bata,Vegetarian,355,41.41666667,23.66666667,17.75,5.916666667,4.733333334,53.25,Fish,West Bengal,100,dinner,0.06666666667,1.183333333,58,1,Medium
304,WB005,Cholar Dal,Vegetarian,272,43.52,10.88,8.704,3.264,5.44,0,Gluten,West Bengal,100,lunch,0.04,1.088,45.5,1,Medium
305,WB006,Shorshe Paturi,Vegetarian,370,26.42857143,19.02857143,23.25714286,4.228571429,3.171428572,68.71428572,Fish,West Bengal,100,dinner,0.05142857143,1.057142857,39.5,2,Medium
306,WB007,Alur Dom,Vegetarian,292.0000001,38.93333334,5.840000002,11.68,2.920000001,3.893333334,0,Gluten,West Bengal,100,dinner,0.02,0.9733333333,27.5,1,Medium
307,WB008,Khichuri,Vegetarian,342,53.74285714,7.817142856,9.77142857,4.885714285,4.885714285,0,Gluten,West Bengal,100,dinner,0.02285714286,0.9771428571,34.5,1,Medium
308,WB009,Bengali Beguni,Vegetarian,272,38.08,6.528,13.056,3.264,3.264,0,Gluten,West Bengal,100,dinner,0.024,1.088,25.5,1,Medium
309,WB010,Pora Shorshe Ilish,Vegetarian,436,18.68571429,29.06666667,26.47142857,6.228571429,3.114285714,83.04761905,Fish,West Bengal,100,dinner,0.06666666667,0.9845238095,69,1,High
310,WB011,Macher Kalia,Vegetarian,420,42,21,21,4.2,2.1,63,Fish,West Bengal,100,dinner,0.05,1.05,48,1,Medium
311,WB012,Bengali Fish Fry,Non-Vegetarian,352,29.33333333,21.12,23.46666667,2.346666667,3.52,46.93333333,Fish,West Bengal,100,dinner,0.06,1.173333333,55,1,Medium
312,WB013,Dhokar Dalna,Vegetarian,280,40,12,8,2,6,0,Gluten,West Bengal,100,lunch,0.04285714286,1,57,3,Medium
313,WB014,Chingri Bhorta,Vegetarian,350,25,22,18,4,2,70,Shrimp,West Bengal,100,dinner,0.06285714286,1,51,6,Medium
314,WB015,Shukto,Vegetarian,242.0000001,29.04000001,7.744000002,9.680000002,3.872000001,3.872000001,0,Gluten,West Bengal,100,dinner,0.032,0.968,34,1,Medium
315,WB016,Labra,Vegetarian,282,41.77777778,8.355555556,10.44444444,5.222222222,5.222222222,0,Gluten,West Bengal,100,dinner,0.02962962963,1.044444444,34.5,1,Medium
316,WB017,Bengali Luchi,Vegetarian,292.0000001,38.93333334,5.840000002,11.68,1.946666667,2.920000001,0,Gluten,West Bengal,100,dinner,0.02,0.9733333333,27,1,Medium
317,WB018,Shorshe Ilish Bhorta,Vegetarian,390,20.52631579,28.7368421,22.57894737,7.184210526,3.078947368,71.84210526,Fish,West Bengal,100,dinner,0.07368421053,1.026315789,72.5,6,Medium
318,WB019,Beguni Bhaja,Vegetarian,216,32.4,6.48,8.64,2.16,4.32,0,Gluten,West Bengal,100,dinner,0.03,1.08,29,1,Low
319,WB020,Posto Bata,Vegetarian,240,42,8.4,9.6,3.6,6,0,Gluten,West Bengal,100,dinner,0.035,1.2,33.5,1,Low
320,WB021,Chingri Bhorta,Vegetarian,342,26.71875,21.375,19.2375,5.34375,3.20625,64.125,Shrimp,West Bengal,100,dinner,0.0625,1.06875,48.5,6,Medium
321,WB022,Macher Manna,Vegetarian,400,30,25,20,6,3,50,Fish,West Bengal,100,dinner,0.0625,1,72,2,Medium
322,WB023,Chingri Malai,Vegetarian,433,28.86666667,21.16888889,24.05555556,7.697777778,1.924444444,62.54444444,Shrimp,West Bengal,100,dinner,0.04888888889,0.9622222222,47.5,4,High
323,WB024,Kosha Mangsho,Vegetarian,595,47.6,33.915,30.345,5.95,4.76,77.35,Beef,West Bengal,100,dinner,0.057,1.007,82,3,High
324,WB025,Kolar Bora,Vegetarian,212,31.8,5.3,8.48,5.3,2.12,0,Gluten,West Bengal,100,dinner,0.025,1.06,16.5,2,Low
325,WB026,Papad Bhaja,Vegetarian,170,28.33333333,4.533333333,6.8,3.4,3.4,0,Gluten,West Bengal,100,dinner,0.02666666667,1.133333333,17.5,1,Low
326,WB027,Chingri Paturi,Vegetarian,366,19.2631579,21.18947369,21.18947369,5.778947369,2.889473685,62.60526317,Shrimp,West Bengal,100,dinner,0.05789473684,0.9631578947,52.5,2,Medium
327,WB028,Shorshe Bata Macher Jhol,Vegetarian,382,32.74285714,27.28571429,19.64571429,4.365714286,3.274285714,54.57142857,Fish,West Bengal,100,dinner,0.07142857143,1.091428571,75,2,Medium
328,WB029,Chingri Machher Malai,Vegetarian,470,29.24444444,22.97777778,26.63333333,9.4,2.088888889,62.66666667,Shrimp,West Bengal,100,dinner,0.04888888889,0.9544444444,48.5,1,High
329,WB030,Phoolkopir Dalna,Vegetarian,252.0000001,32.66666668,9.333333337,7.46666667,2.800000001,4.666666669,0,Gluten,West Bengal,100,lunch,0.03703703704,0.9333333333,45.5,1,Medium
330,WB031,Bhuna Khichuri,Vegetarian,367.0000001,48.2894737,7.726315792,14.48684211,5.794736844,3.863157896,0,Gluten,West Bengal,100,dinner,0.02105263158,0.9657894737,31,1,Medium
331,WB032,Chingri Malai Curry,Vegetarian,433,28.86666667,21.16888889,24.05555556,7.697777778,1.924444444,67.35555555,Shrimp,West Bengal,100,lunch,0.04888888889,0.9622222222,45,3,High
332,WB033,Pui Shaak Bhaja,Vegetarian,202,33.66666667,7.855555556,6.733333333,3.366666667,4.488888889,0,Gluten,West Bengal,100,dinner,0.03888888889,1.122222222,31.5,1,Low
333,WB034,Shorshe Bhapa Ilish,Vegetarian,452,23.1255814,29.43255814,26.80465116,7.358139535,3.153488372,78.8372093,Fish,West Bengal,100,dinner,0.06511627907,0.9988372093,70,1,High
334,WB035,Chingri Bhuna,Vegetarian,390,28.7368421,20.52631579,22.57894737,6.157894737,3.078947368,61.57894737,Shrimp,West Bengal,100,dinner,0.05263157895,1.026315789,47,4,Medium
335,WB036,Dimer Dalna,Vegetarian,308.0000001,39.60000001,12.32,7.040000002,2.640000001,4.400000001,0,Gluten,West Bengal,100,lunch,0.04,0.88,61.5,2,Medium
336,WB037,Sorshe Ilish Bhaja,Vegetarian,441,25.81463415,30.65487805,26.8902439,7.529268293,3.226829268,80.67073171,Fish,West Bengal,100,dinner,0.06951219512,1.06097561,72,1,High
337,WB038,Kachori,Vegetarian,367,52.42857143,8.388571429,15.72857143,6.291428572,4.194285714,0,Gluten,West Bengal,100,dinner,0.02285714286,1.048571429,31,4,Medium
338,WB039,Macher Jhol Bhuna,Vegetarian,397.9999999,29.84999999,19.89999999,21.88999999,4.974999998,2.984999999,49.74999998,Fish,West Bengal,100,dinner,0.05,0.995,53.5,1,Medium
339,WB040,Shorshe Ilish Bhorta,Vegetarian,425,22.26190476,28.33333333,25.29761905,8.095238095,3.035714286,70.83333333,Fish,West Bengal,100,dinner,0.06666666667,1.011904762,71,6,High
340,WB041,Bengali Sweets Platter,Vegetarian,442.0000002,53.04000002,8.840000004,15.91200001,17.68000001,4.420000002,0,Gluten,West Bengal,100,dinner,0.02,0.884,20,1,High
341,WB042,Bhapa Ilish,Vegetarian,444,23.36842105,32.71578947,29.79473684,7.010526315,3.505263158,87.63157894,Fish,West Bengal,100,dinner,0.07368421053,1.109210526,71.5,1,Medium
342,WB043,Bengali Dhokla,Vegetarian,256,51.2,7.68,10.24,3.84,5.12,0,Gluten,West Bengal,100,dinner,0.03,1.28,27.5,1,Low
343,WB044,Shrimp Masala,Vegetarian,416.9999998,27.79999999,19.85714285,24.82142856,4.964285712,2.978571427,59.57142855,Shrimp,West Bengal,100,dinner,0.04761904762,0.9928571429,48.5,1,High
344,WB045,Bengali Chingri Bhuna,Vegetarian,398,29.32631579,23.04210526,23.04210526,6.284210527,4.189473684,57.60526316,Shrimp,West Bengal,100,dinner,0.05789473684,1.047368421,59.5,1,Medium
345,WB046,Lobster Malai Curry,Vegetarian,510,32.64,28.56,26.01,9.18,2.04,81.6,Lobster,West Bengal,100,lunch,0.056,0.939,62.5,1,High
346,WB047,Roshogolla,Vegetarian,163,32.6,4.346666667,3.26,16.3,0,0,Gluten,West Bengal,100,dinner,0.02666666667,1.086666667,-6.5,1,Low
347,WB048,Chamcham,Vegetarian,158,29.625,4.937499999,1.975,11.85,0.9874999999,0,Gluten,West Bengal,100,dinner,0.03125,0.9875,4,1,Low
348,WB049,Shondesh,Vegetarian,209,40.63888889,6.966666667,5.805555556,20.9,2.322222222,0,Gluten,West Bengal,100,dinner,0.03333333333,1.161111111,1,1,Low
349,WB050,Patishapta,Vegetarian,264,42.24,8.448,8.448,21.12,3.168,0,Gluten,West Bengal,100,dinner,0.032,1.056,8,2,Medium
350,WB051,Chhena Poda,Vegetarian,302,45.3,8.053333334,10.06666667,25.16666667,4.026666667,0,Gluten,West Bengal,100,dinner,0.02666666667,1.006666667,2.5,1,Medium
351,WB052,Bengali Sandesh,Vegetarian,202,27.54545454,6.427272727,5.509090909,16.52727273,1.836363636,0,Gluten,West Bengal,100,dinner,0.03181818182,0.9181818182,5,1,Medium
352,WB053,Ras Malai,Vegetarian,347,44.61428572,7.931428573,14.87142857,24.78571429,2.974285715,0,Gluten,West Bengal,100,dinner,0.02285714286,0.9914285714,0.5,1,Medium
353,WB054,Chomchom,Vegetarian,159,27.825,4.968750001,2.981250001,14.90625,0.9937500002,0,Gluten,West Bengal,100,dinner,0.03125,0.99375,-0.5,1,Low
354,WB055,Amriti,Vegetarian,309,57.22222222,8.011111111,10.3,17.16666667,3.433333333,0,Gluten,West Bengal,100,dinner,0.02592592593,1.144444444,11.5,1,Medium
355,WB056,Doi Maach,Vegetarian,400,30,25,20,6,3,60,Fish,West Bengal,100,dinner,0.0625,1,67,1,Medium
356,WB057,Alu Posto,Vegetarian,244,34.16,7.808,7.808,4.88,3.904,0,Gluten,West Bengal,100,dinner,0.032,0.976,32.5,1,Medium
357,WB058,Shukto Bhaja,Vegetarian,262,33.96296297,7.762962964,9.703703705,3.881481482,4.851851853,0,Gluten,West Bengal,100,dinner,0.02962962963,0.9703703704,36,2,Medium
358,WB059,Bengali Fish Curry,Non-Vegetarian,408,37.57894737,23.62105263,21.47368421,6.442105263,4.294736842,53.68421053,Fish,West Bengal,100,lunch,0.05789473684,1.073684211,62,1,Medium
359,WB060,Bengali Egg Curry,Non-Vegetarian,306,40.8,14.28,10.2,4.08,5.1,0,Gluten,West Bengal,100,lunch,0.04666666667,1.02,60,1,Medium
360,WB061,Bhapa Doi,Vegetarian,327.9999999,42.17142856,9.371428569,11.24571428,16.86857142,2.811428571,0,Gluten,West Bengal,100,dinner,0.02857142857,0.9371428571,19,2,Medium
361,WB062,Masala Prawn Curry,Non-Vegetarian,400,28.57142857,23.80952381,19.04761905,5.714285714,2.857142857,57.14285714,Shrimp,West Bengal,100,lunch,0.05952380952,0.9523809524,67,1,High
362,WB063,Bengali Kathi Roll,Vegetarian,462,56.46666667,20.53333333,18.48,7.186666667,4.106666667,0,Gluten,West Bengal,100,dinner,0.04444444444,1.026666667,77.5,1,High
363,WB064,Shorshe Paturi,Vegetarian,378.0000001,24.86842106,19.89473685,21.88421053,4.973684212,2.984210527,69.63157897,Fish,West Bengal,100,dinner,0.05263157895,0.9947368421,43.5,2,Medium
364,WB065,Bengali Baingan Bhaja,Vegetarian,216.0000001,25.92000001,5.184000002,6.912000002,3.456000001,3.456000001,0,Gluten,West Bengal,100,dinner,0.024,0.864,26,1,Medium
365,WB066,Shorshe Ilish Bhorta,Vegetarian,476,35.7,30.94,30.345,5.95,4.76,89.25,Fish,West Bengal,100,dinner,0.065,1.13375,67,6,Medium
366,WB067,Kachauli,Vegetarian,232,40.6,5.8,9.28,4.64,3.48,0,Gluten,West Bengal,100,dinner,0.025,1.16,20,1,Low
367,WB068,Bengali Sondesh,Vegetarian,189,31.5,6.3,5.25,15.75,3.15,0,Gluten,West Bengal,100,dinner,0.03333333333,1.05,7.5,1,Low
368,WB069,Chingri Bhorta,Vegetarian,398,37.3125,24.875,27.3625,7.4625,2.4875,74.625,Shrimp,West Bengal,100,dinner,0.0625,1.24375,45,6,Medium
369,WB070,Shorshe Ilish Bhorta,Vegetarian,425,22.26190476,28.33333333,25.29761905,8.095238095,3.035714286,75.89285714,Fish,West Bengal,100,dinner,0.06666666667,1.011904762,68.5,6,High
370,WB071,Bengali Macher Kalia,Vegetarian,420,35,25,20,6,3,60,Fish,West Bengal,100,dinner,0.05952380952,1,67,1,High
371,WB072,Dimer Bora,Vegetarian,250,30,10,10,4,3,0,Gluten,West Bengal,100,dinner,0.04,1,40,1,Medium
372,WB073,Sorshe Ilish Bhuna,Vegetarian,457,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,Fish,West Bengal,100,dinner,0.06511627907,1.062790698,71,2,High
373,WB074,Chingri Malai,Vegetarian,450,32.72727273,22.5,26.07954545,7.159090909,2.045454545,66.47727273,Shrimp,West Bengal,100,dinner,0.05,1.0125,49,4,High
374,WB075,Alu Bhorta,Vegetarian,232,35.30434783,5.043478261,8.069565218,3.026086957,5.043478261,0,Gluten,West Bengal,100,dinner,0.02173913043,1.008695652,25.5,2,Medium
375,WB076,Shorshe Bata Macher Bhorta,Vegetarian,425,29.75,23.375,26.5625,5.3125,4.25,63.75,Fish,West Bengal,100,dinner,0.055,1.0625,58.5,1,Medium
376,WB077,Bengali Pulao,Vegetarian,313.9999999,44.85714284,5.382857141,8.971428568,4.485714284,3.588571427,0,Gluten,West Bengal,100,dinner,0.01714285714,0.8971428571,24.5,1,Medium
377,WB078,Chingri Bhorta,Vegetarian,380,33.25,26.125,23.75,7.125,3.5625,71.25,Shrimp,West Bengal,100,dinner,0.06875,1.1875,55,6,Medium
378,WB079,Chingri Malai Prawn,Non-Vegetarian,460,31.36363636,23,26.65909091,6.272727273,2.090909091,73.18181818,Shrimp,West Bengal,100,dinner,0.05,0.9943181818,48,2,High
379,WB080,Shorshe Ilish Paturi,Vegetarian,452,21.52380952,30.67142857,27.44285714,7.533333334,3.228571429,80.71428572,Fish,West Bengal,100,dinner,0.06785714286,1.008333333,72,2,High
380,WB081,Macher Tenga,Vegetarian,338,45.06666667,24.78666667,11.26666667,4.506666667,3.38,56.33333333,Fish,West Bengal,100,dinner,0.07333333333,1.126666667,63,1,Medium
381,WB082,Kosha Mangsho,Vegetarian,595,47.6,33.915,30.345,5.95,4.76,77.35,Beef,West Bengal,100,dinner,0.057,1.007,82,3,High
382,WB083,Shorshe Bata Bhorta,Vegetarian,372,34.875,20.925,23.25,5.8125,4.65,69.75,Fish,West Bengal,100,dinner,0.05625,1.1625,42.5,1,Medium
383,WB084,Dimer Dalna,Vegetarian,280,41.48148148,12.44444444,8.296296296,3.111111111,5.185185185,0,Gluten,West Bengal,100,lunch,0.04444444444,1.037037037,53.5,2,Medium
384,WB085,Shorshe Bata Machher Jhol,Vegetarian,414,36.225,28.98,18.63,6.21,3.105,62.1,Fish,West Bengal,100,dinner,0.07,1.035,79,1,Medium
385,WB086,Beguni,Vegetarian,220,33,7.7,8.8,3.3,3.3,0,Gluten,West Bengal,100,dinner,0.035,1.1,29.5,1,Low
386,WB087,Macher Bhorta,Vegetarian,374,28.33333333,31.73333333,20.4,5.666666667,3.4,68,Fish,West Bengal,100,dinner,0.08484848485,1.133333333,80.5,1,Medium
387,WB088,Chingri Malai,Vegetarian,416.9999999,25.94666666,18.53333333,23.16666666,8.339999997,1.853333333,69.49999998,Shrimp,West Bengal,100,dinner,0.04444444444,0.9266666667,33,4,High
388,WB089,Patishapta,Vegetarian,277.9999999,39.7142857,6.949999997,9.928571425,19.85714285,2.978571427,0,Gluten,West Bengal,100,dinner,0.025,0.9928571429,4,2,Medium
389,WB090,Chingri Bhuna,Vegetarian,406,32.05263158,23.50526316,23.50526316,6.410526316,3.205263158,64.10526316,Shrimp,West Bengal,100,dinner,0.05789473684,1.068421053,55,4,Medium
390,WB091,Bengali Aloo Macher Jhol,Vegetarian,320,35,18,12,6,3,50,Fish,West Bengal,100,dinner,0.05625,1,44,1,Medium
391,WB092,Chingri Paturi,Vegetarian,378.0000001,24.86842106,19.89473685,21.88421053,5.968421054,2.984210527,69.63157897,Shrimp,West Bengal,100,dinner,0.05263157895,0.9947368421,42,2,Medium
392,WB093,Macher Manna,Vegetarian,405.9999999,28.99999999,21.26666666,21.26666666,6.766666664,2.899999999,57.99999998,Fish,West Bengal,100,dinner,0.05238095238,0.9666666667,53.5,2,High
393,WB094,Shorshe Ilish Bhaja,Vegetarian,484,33.05365854,33.64390244,30.10243902,7.082926829,3.541463415,88.53658537,Fish,West Bengal,100,dinner,0.06951219512,1.11097561,73.5,2,High
394,WB095,Chingri Bhorta,Vegetarian,362,33.9375,22.625,20.3625,6.7875,3.39375,67.875,Shrimp,West Bengal,100,dinner,0.0625,1.13125,47,6,Medium
395,WB096,Shukto Bhaja,Vegetarian,262,33.96296297,7.762962964,9.703703705,3.881481482,4.851851853,0,Gluten,West Bengal,100,dinner,0.02962962963,0.9703703704,36,2,Medium
396,WB097,Kolar Bora,Vegetarian,224,30.54545455,8.145454546,8.145454546,5.090909091,3.054545455,0,Gluten,West Bengal,100,dinner,0.03636363636,1.018181818,30.5,2,Medium
397,WB098,Bengali Moong Dal,Vegetarian,272,43.52,10.88,8.704,2.176,5.44,0,Gluten,West Bengal,100,lunch,0.04,1.088,47,1,Medium
398,WB099,Bengali Bhuna Khichuri,Vegetarian,367.0000001,48.2894737,7.726315792,14.48684211,5.794736844,3.863157896,0,Gluten,West Bengal,100,dinner,0.02105263158,0.9657894737,31,2,Medium
399,WB100,Sorshe Ilish Bhuna,Vegetarian,457,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,Fish,West Bengal,100,dinner,0.06511627907,1.062790698,71,2,High
400,WB101,Dhokar Dalna,Vegetarian,300,39.31034483,10.34482759,12.4137931,3.103448276,6.206896552,0,Gluten,West Bengal,100,lunch,0.03448275862,1.034482759,47.5,3,Medium
401,WB102,Chingri Malai Curry,Vegetarian,450,32,22,25.5,7,3,65,Shrimp,West Bengal,100,lunch,0.04888888889,0.99,51,3,High
402,WB103,Alu Bhorta,Vegetarian,239.9999999,33.59999999,6.719999998,7.679999998,3.839999999,4.799999998,0,Gluten,West Bengal,100,dinner,0.028,0.96,32,2,Medium
403,WB104,Kosha Mangsho,Vegetarian,595,47.6,33.915,30.345,5.95,4.76,77.35,Beef,West Bengal,100,dinner,0.057,1.007,82,3,High
404,WB105,Bhapa Doi,Vegetarian,328,46.125,10.25,12.3,18.45,3.075,0,Gluten,West Bengal,100,dinner,0.03125,1.025,19,2,Medium
405,WB106,Chingri Bhuna,Vegetarian,418,29.85714286,24.88095238,21.8952381,5.971428571,2.985714286,59.71428571,Shrimp,West Bengal,100,dinner,0.05952380952,0.9952380952,67,4,High
406,WB107,Macher Paturi,Vegetarian,408,30.0631579,21.47368421,25.76842105,6.442105263,3.221052632,69.78947369,Fish,West Bengal,100,dinner,0.05263157895,1.073684211,44.5,1,Medium
407,WB108,Shorshe Ilish Bhorta,Vegetarian,434,30.38,23.87,27.6675,6.51,3.255,75.95,Fish,West Bengal,100,dinner,0.055,1.07375,50,6,Medium
408,WB109,Bengali Macher Bhorta,Vegetarian,335,30.45454545,20.3030303,15.22727273,5.075757576,3.045454545,55.83333333,Fish,West Bengal,100,dinner,0.06060606061,1.015151515,51,1,Medium
409,WB110,Shorshe Ilish Paturi,Vegetarian,444,21.14285714,29.6,26.95714286,8.457142858,4.228571429,74,Fish,West Bengal,100,dinner,0.06666666667,1.003571429,73,2,High
410,WB111,Chingri Malai,Vegetarian,416.9999999,25.94666666,18.53333333,23.16666666,6.486666665,1.853333333,64.86666665,Shrimp,West Bengal,100,dinner,0.04444444444,0.9266666667,38.5,4,High
411,WB112,Shorshe Ilish Bhaja,Vegetarian,484,33.05365854,33.64390244,30.10243902,8.263414634,4.72195122,88.53658537,Fish,West Bengal,100,dinner,0.06951219512,1.11097561,74,2,High
412,WB113,Dhokar Dalna,Vegetarian,271.9999999,36.9142857,11.65714285,7.771428569,2.914285713,4.857142856,0,Gluten,West Bengal,100,lunch,0.04285714286,0.9714285714,53.5,3,Medium
413,WB114,Shorshe Ilish Bhorta,Vegetarian,425,22.26190476,28.33333333,25.29761905,8.095238095,3.035714286,75.89285714,Fish,West Bengal,100,dinner,0.06666666667,1.011904762,68.5,6,High
414,WB115,Chingri Bhorta,Vegetarian,398,37.3125,24.875,27.3625,6.21875,4.975,74.625,Shrimp,West Bengal,100,dinner,0.0625,1.24375,50.5,6,Medium
415,WB116,Chingri Malai Prawn,Non-Vegetarian,433,28.86666667,21.16888889,24.05555556,6.735555555,2.886666667,67.35555555,Shrimp,West Bengal,100,dinner,0.04888888889,0.9622222222,48.5,2,High
416,WB117,Shorshe Bata Macher Jhol,Vegetarian,414,36.225,28.98,18.63,6.21,3.105,62.1,Fish,West Bengal,100,dinner,0.07,1.035,79,2,Medium
417,WB118,Chingri Bhuna,Vegetarian,406,32.05263158,23.50526316,23.50526316,6.410526316,3.205263158,64.10526316,Shrimp,West Bengal,100,dinner,0.05789473684,1.068421053,55,4,Medium
418,WB119,Bengali Bhuna Khichuri,Vegetarian,367.0000001,48.2894737,7.726315792,14.48684211,5.794736844,3.863157896,0,Gluten,West Bengal,100,dinner,0.02105263158,0.9657894737,31,2,Medium
419,WB120,Shorshe Ilish Bhuna,Vegetarian,457,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,Fish,West Bengal,100,dinner,0.06511627907,1.062790698,71,1,High
420,GJ002,Khandvi,Vegetarian,161,26.83333333,4.293333333,5.366666667,2.146666667,2.146666667,0,Gluten,Gujarat,100,dinner,0.02666666667,1.073333333,17,5,Low
421,GJ003,Thepla,Vegetarian,256,46.54545455,6.981818182,9.309090909,3.490909091,4.654545455,0,Gluten,Gujarat,100,dinner,0.02727272727,1.163636364,27.5,3,Medium
422,GJ004,Handvo,Vegetarian,278,44.48,7.784,11.12,3.336,5.56,0,Gluten,Gujarat,100,dinner,0.028,1.112,33.5,4,Medium
423,GJ005,Undhiyu,Vegetarian,402,52.89473684,10.57894737,19.04210526,5.289473684,6.347368421,42.31578948,Legumes,Gujarat,100,dinner,0.02631578947,1.057894737,24.5,5,Medium
424,GJ006,Patra,Vegetarian,231,40.425,8.085,8.085,3.465,5.775,0,Gluten,Gujarat,100,dinner,0.035,1.155,33.5,7,Low
425,GJ007,Dal Dhokli,Vegetarian,364,52,14.56,12.48,6.24,6.24,0,Gluten,Gujarat,100,lunch,0.04,1.04,59,2,Medium
426,GJ008,Sev Tameta,Vegetarian,327,46.71428572,9.342857143,17.51785714,8.175,5.839285715,0,Gluten,Gujarat,100,dinner,0.02857142857,1.167857143,31.5,4,Medium
427,GJ009,Khichdi,Vegetarian,318,47.7,12.72,10.6,4.24,6.36,0,Gluten,Gujarat,100,dinner,0.04,1.06,54,9,Medium
428,GJ010,Gujarati Kadhi,Vegetarian,204,31.73333333,5.666666667,9.066666666,3.4,2.266666667,0,Dairy,Gujarat,100,dinner,0.02777777778,1.133333333,19.5,2,Low
429,GJ011,Chakri,Vegetarian,234,31.90909091,6.381818182,10.63636364,2.127272727,2.127272727,0,Gluten,Gujarat,100,dinner,0.02727272727,1.063636364,25,2,Medium
430,GJ012,Shakariya,Vegetarian,271,48.78,7.588,7.588,4.336,3.252,0,Gluten,Gujarat,100,dinner,0.028,1.084,28,3,Medium
431,GJ013,Garlic Chutney,Vegetarian,71,10.14285714,1.014285714,3.042857143,1.014285714,1.014285714,0,Gluten,Gujarat,100,dinner,0.01428571429,1.014285714,4.5,3,Low
432,GJ014,Chaas,Vegetarian,67.99999998,4.857142856,2.914285713,3.885714285,2.914285713,0.9714285712,0,Dairy,Gujarat,100,dinner,0.04285714286,0.9714285714,9.5,4,Low
433,GJ015,Farsan,Vegetarian,235,35.76086956,8.173913043,7.152173913,4.086956522,3.065217391,0,Gluten,Gujarat,100,dinner,0.0347826087,1.02173913,32,2,Medium
434,GJ016,Chhole,Vegetarian,344.0000002,44.22857145,13.76000001,11.79428572,3.931428573,4.914285717,0,Legumes,Gujarat,100,dinner,0.04,0.9828571429,60,2,Medium
435,GJ017,Gathiya,Vegetarian,229,32.71428571,7.633333333,9.814285714,3.271428571,2.180952381,0,Gluten,Gujarat,100,dinner,0.03333333333,1.09047619,27.5,3,Medium
436,GJ018,Dal Tadka,Vegetarian,363,46.67142857,12.44571429,15.55714286,5.185714286,4.148571429,0,Legumes,Gujarat,100,lunch,0.03428571429,1.037142857,48.5,5,Medium
437,GJ019,Bhaat,Vegetarian,267,44.5,5.933333334,6.922222223,2.966666667,4.944444445,0,Gluten,Gujarat,100,dinner,0.02222222222,0.9888888889,29.5,2,Medium
438,GJ020,Khaman,Vegetarian,185,30.83333333,5.138888889,5.138888889,3.083333333,3.083333333,0,Gluten,Gujarat,100,dinner,0.02777777778,1.027777778,21.5,2,Low
439,GJ021,Shrikhand,Vegetarian,233.9999999,29.24999999,5.849999998,9.749999997,19.49999999,1.949999999,0,Dairy,Gujarat,100,dinner,0.025,0.975,-2,6,Medium
440,GJ022,Moong Dal Chilla,Vegetarian,222,33.3,13.32,6.66,3.33,4.44,0,Gluten,Gujarat,100,lunch,0.06,1.11,51.5,5,Low
441,GJ023,Patra,Vegetarian,227,36.11363636,6.190909091,7.222727273,4.127272727,4.127272727,0,Gluten,Gujarat,100,dinner,0.02727272727,1.031818182,26,7,Medium
442,GJ024,Dahi Vada,Vegetarian,266,34.48148148,8.866666667,9.851851852,3.940740741,4.925925926,0,Dairy,Gujarat,100,snacks,0.03333333333,0.9851851852,40,2,Medium
443,GJ025,Chana Chaat,Vegetarian,197.0000001,29.55000001,7.880000003,4.925000002,2.955000001,3.940000002,0,Legumes,Gujarat,100,snacks,0.04,0.985,35.5,8,Low
444,GJ026,Vaghareli Khichdi,Vegetarian,387,50.92105263,13.23947368,15.27631579,6.110526316,6.110526316,0,Gluten,Gujarat,100,dinner,0.03421052632,1.018421053,55,2,Medium
445,GJ027,Methi Thepla,Vegetarian,236,37.54545455,6.436363637,8.581818182,4.290909091,5.363636364,0,Gluten,Gujarat,100,dinner,0.02727272727,1.072727273,28,9,Medium
446,GJ028,Laadva,Vegetarian,274,43.84,6.576,10.96,8.768,3.288,0,Gluten,Gujarat,100,dinner,0.024,1.096,18,2,Medium
447,GJ029,Surati Locho,Vegetarian,240,42,8.4,9.6,3.6,6,0,Gluten,Gujarat,100,dinner,0.035,1.2,33.5,2,Low
